kappa_A,sigma_A,kappa_B,sigma_B,f_B,kappa_mix,sigma_mix,sigma_mixing_rule,S_max,Nd,total_act_frac,activated
0.61,0.07457325,0.30000000000000004,0.0325,0.7000000000000001,0.393,0.045121974999999995,linear_approximation,0.0022645609645948793,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.30000000000000004,0.045,0.7000000000000001,0.393,0.05387197499999999,linear_approximation,0.002448942720657566,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.30000000000000004,0.05750000000000001,0.7000000000000001,0.393,0.062621975,linear_approximation,0.0026279718584618942,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.30000000000000004,0.07,0.7000000000000001,0.393,0.071371975,linear_approximation,0.0028023886738868663,638373012.3967685,0.6368581558776214,True
0.61,0.07457325,0.4,0.02,0.7000000000000001,0.46299999999999997,0.036371974999999994,linear_approximation,0.002012491316096363,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.4,0.0325,0.7000000000000001,0.46299999999999997,0.045121974999999995,linear_approximation,0.0021956206945386394,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.4,0.045,0.7000000000000001,0.46299999999999997,0.05387197499999999,linear_approximation,0.0023733001214710147,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.4,0.05750000000000001,0.7000000000000001,0.46299999999999997,0.062621975,linear_approximation,0.0025460557989960297,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.4,0.07,0.7000000000000001,0.46299999999999997,0.071371975,linear_approximation,0.002714298843448802,638373012.3967685,0.6368581558776214,True
0.61,0.07457325,0.5,0.02,0.7000000000000001,0.533,0.036371974999999994,linear_approximation,0.0019585926344409563,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.5,0.0325,0.7000000000000001,0.533,0.045121974999999995,linear_approximation,0.002135846527106197,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.5,0.045,0.7000000000000001,0.533,0.05387197499999999,linear_approximation,0.0023079092748285765,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.5,0.05750000000000001,0.7000000000000001,0.533,0.062621975,linear_approximation,0.002475262683410661,638373012.3967685,0.6368581558776214,True
0.61,0.07457325,0.5,0.07,0.7000000000000001,0.533,0.071371975,linear_approximation,0.0026382585151935923,638373012.3967685,0.6368581558776214,True
0.61,0.07457325,0.1,0.02,0.8,0.20199999999999999,0.030914649999999995,linear_approximation,0.0021775224445132594,367902360.48253363,0.3670293297021532,True
0.61,0.07457325,0.1,0.0325,0.8,0.20199999999999999,0.04091465,linear_approximation,0.0024352465771499843,434606558.70137393,0.43357523913440005,True
0.61,0.07457325,0.1,0.045,0.8,0.20199999999999999,0.05091464999999999,linear_approximation,0.002681965046577303,434606558.70137393,0.43357523913440005,True
0.61,0.07457325,0.1,0.05750000000000001,0.8,0.20199999999999999,0.06091465000000001,linear_approximation,0.00291965212311645,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.1,0.07,0.8,0.20199999999999999,0.07091465,linear_approximation,0.0031495681545467276,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.2,0.02,0.8,0.28200000000000003,0.030914649999999995,linear_approximation,0.0020660235320237048,434606558.70137393,0.43357523913440005,True
0.61,0.07457325,0.2,0.0325,0.8,0.28200000000000003,0.04091465,linear_approximation,0.0023048611769467264,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.2,0.045,0.8,0.28200000000000003,0.05091464999999999,linear_approximation,0.00253479219803214,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.2,0.05750000000000001,0.8,0.28200000000000003,0.06091465000000001,linear_approximation,0.002756413288511284,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.2,0.07,0.8,0.28200000000000003,0.07091465,linear_approximation,0.002970671375200788,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.30000000000000004,0.02,0.8,0.362,0.030914649999999995,linear_approximation,0.0019808900142678954,434606558.70137393,0.43357523913440005,True
0.61,0.07457325,0.30000000000000004,0.0325,0.8,0.362,0.04091465,linear_approximation,0.0022065998088003197,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.30000000000000004,0.045,0.8,0.362,0.05091464999999999,linear_approximation,0.0024238772661973633,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.30000000000000004,0.05750000000000001,0.8,0.362,0.06091465000000001,linear_approximation,0.002633801001007729,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.30000000000000004,0.07,0.8,0.362,0.07091465,linear_approximation,0.0028372475813410927,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.4,0.02,0.8,0.44200000000000006,0.030914649999999995,linear_approximation,0.0019116467570945614,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.4,0.0325,0.8,0.44200000000000006,0.04091465,linear_approximation,0.002126924818371857,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.4,0.045,0.8,0.44200000000000006,0.05091464999999999,linear_approximation,0.0023347670764289827,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.4,0.05750000000000001,0.8,0.44200000000000006,0.06091465000000001,linear_approximation,0.0025356853426086357,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.4,0.07,0.8,0.44200000000000006,0.07091465,linear_approximation,0.0027305179156719623,638373012.3967685,0.6368581558776214,True
0.61,0.07457325,0.5,0.02,0.8,0.522,0.030914649999999995,linear_approximation,0.0018528012421376195,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.5,0.0325,0.8,0.522,0.04091465,linear_approximation,0.0020597091660194584,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.5,0.045,0.8,0.522,0.05091464999999999,linear_approximation,0.002259730901917811,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.5,0.05750000000000001,0.8,0.522,0.06091465000000001,linear_approximation,0.00245329517219418,638373012.3967685,0.6368581558776214,True
0.61,0.07457325,0.5,0.07,0.8,0.522,0.07091465,linear_approximation,0.002641060690992458,638373012.3967685,0.6368581558776214,True
0.61,0.07457325,0.1,0.02,0.9,0.151,0.025457325,linear_approximation,0.0021186147361989963,304984303.7139203,0.30426057722212524,True
0.61,0.07457325,0.1,0.0325,0.9,0.151,0.036707325,linear_approximation,0.0024345234205728336,367902360.48253363,0.3670293297021532,True
0.61,0.07457325,0.1,0.045,0.9,0.151,0.047957324999999995,linear_approximation,0.0027342112011406895,434606558.70137393,0.43357523913440005,True
0.61,0.07457325,0.1,0.05750000000000001,0.9,0.151,0.059207325000000005,linear_approximation,0.0030210716896418507,434606558.70137393,0.43357523913440005,True
0.61,0.07457325,0.1,0.07,0.9,0.151,0.07045732500000002,linear_approximation,0.0032961606737828934,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.2,0.02,0.9,0.241,0.025457325,linear_approximation,0.001979433271151852,367902360.48253363,0.3670293297021532,True
0.61,0.07457325,0.2,0.0325,0.9,0.241,0.036707325,linear_approximation,0.002263522236065769,434606558.70137393,0.43357523913440005,True
0.61,0.07457325,0.2,0.045,0.9,0.241,0.047957324999999995,linear_approximation,0.002534809861932259,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.2,0.05750000000000001,0.9,0.241,0.059207325000000005,linear_approximation,0.0027949093003575933,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.2,0.07,0.9,0.241,0.07045732500000002,linear_approximation,0.0030450514582524243,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.30000000000000004,0.02,0.9,0.33100000000000007,0.025457325,linear_approximation,0.0018822520894013605,434606558.70137393,0.43357523913440005,True
0.61,0.07457325,0.30000000000000004,0.0325,0.9,0.33100000000000007,0.036707325,linear_approximation,0.002146059856077188,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.30000000000000004,0.045,0.9,0.33100000000000007,0.047957324999999995,linear_approximation,0.0023990260319270568,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.30000000000000004,0.05750000000000001,0.9,0.33100000000000007,0.059207325000000005,linear_approximation,0.0026416746701078096,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.30000000000000004,0.07,0.9,0.33100000000000007,0.07045732500000002,linear_approximation,0.0028756505968627814,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.4,0.02,0.9,0.42100000000000004,0.025457325,linear_approximation,0.0018065602345574661,434606558.70137393,0.43357523913440005,True
0.61,0.07457325,0.4,0.0325,0.9,0.42100000000000004,0.036707325,linear_approximation,0.0020557698216618625,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.4,0.045,0.9,0.42100000000000004,0.047957324999999995,linear_approximation,0.002295183663303004,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.4,0.05750000000000001,0.9,0.42100000000000004,0.059207325000000005,linear_approximation,0.00252549645815982,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.4,0.07,0.9,0.42100000000000004,0.07045732500000002,linear_approximation,0.0027477287522178154,638373012.3967685,0.6368581558776214,True
0.61,0.07457325,0.5,0.02,0.9,0.511,0.025457325,linear_approximation,0.0017439422801185155,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.5,0.0325,0.9,0.511,0.036707325,linear_approximation,0.0019817732063260943,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.5,0.045,0.9,0.511,0.047957324999999995,linear_approximation,0.0022105881181369515,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.5,0.05750000000000001,0.9,0.511,0.059207325000000005,linear_approximation,0.0024310491174721303,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.5,0.07,0.9,0.511,0.07045732500000002,linear_approximation,0.0026440058694761044,638373012.3967685,0.6368581558776214,True
0.61,0.07457325,0.1,0.02,1.0,0.1,0.02,linear_approximation,0.0020651711442088543,247372170.7342669,0.24678515759584266,True
0.61,0.07457325,0.1,0.0325,1.0,0.1,0.0325,linear_approximation,0.0024584164795281305,304984303.7139203,0.30426057722212524,True
0.61,0.07457325,0.1,0.045,1.0,0.1,0.045,linear_approximation,0.0028282373552814925,367902360.48253363,0.3670293297021532,True
0.61,0.07457325,0.1,0.05750000000000001,1.0,0.1,0.05750000000000001,linear_approximation,0.0031770986663655558,367902360.48253363,0.3670293297021532,True
0.61,0.07457325,0.1,0.07,1.0,0.1,0.07,linear_approximation,0.003510081671649654,434606558.70137393,0.43357523913440005,True
0.61,0.07457325,0.2,0.02,1.0,0.2,0.02,linear_approximation,0.0018868407398606685,304984303.7139203,0.30426057722212524,True
0.61,0.07457325,0.2,0.0325,1.0,0.2,0.0325,linear_approximation,0.002222566073327184,367902360.48253363,0.3670293297021532,True
0.61,0.07457325,0.2,0.045,1.0,0.2,0.045,linear_approximation,0.002541295483082738,434606558.70137393,0.43357523913440005,True
0.61,0.07457325,0.2,0.05750000000000001,1.0,0.2,0.05750000000000001,linear_approximation,0.002844559211942548,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.2,0.07,1.0,0.2,0.07,linear_approximation,0.003134287311088752,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.30000000000000004,0.02,1.0,0.30000000000000004,0.02,linear_approximation,0.001778004368794383,367902360.48253363,0.3670293297021532,True
0.61,0.07457325,0.30000000000000004,0.0325,1.0,0.30000000000000004,0.0325,linear_approximation,0.0020831073479849983,434606558.70137393,0.43357523913440005,True
0.61,0.07457325,0.30000000000000004,0.045,1.0,0.30000000000000004,0.045,linear_approximation,0.002374406147340754,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.30000000000000004,0.05750000000000001,1.0,0.30000000000000004,0.05750000000000001,linear_approximation,0.0026520682588074126,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.30000000000000004,0.07,1.0,0.30000000000000004,0.07,linear_approximation,0.0029183987801346028,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.4,0.02,1.0,0.4,0.02,linear_approximation,0.001697360961712541,434606558.70137393,0.43357523913440005,True
0.61,0.07457325,0.4,0.0325,1.0,0.4,0.0325,linear_approximation,0.001981867946739062,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.4,0.045,1.0,0.4,0.045,linear_approximation,0.0022545581952188453,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.4,0.05750000000000001,1.0,0.4,0.05750000000000001,linear_approximation,0.002515520798389187,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.4,0.07,1.0,0.4,0.07,linear_approximation,0.002766036052180975,638373012.3967685,0.6368581558776214,True
0.61,0.07457325,0.5,0.02,1.0,0.5,0.02,linear_approximation,0.0016324454513595137,434606558.70137393,0.43357523913440005,True
0.61,0.07457325,0.5,0.0325,1.0,0.5,0.0325,linear_approximation,0.0019017761547330972,503257708.30240583,0.502063479841258,True
0.61,0.07457325,0.5,0.045,1.0,0.5,0.045,linear_approximation,0.002160593058777012,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.5,0.05750000000000001,1.0,0.5,0.05750000000000001,linear_approximation,0.0024085397398798582,571847495.2100056,0.5704905034681016,True
0.61,0.07457325,0.5,0.07,1.0,0.5,0.07,linear_approximation,0.0026471011465432825,638373012.3967685,0.6368581558776214,True
